PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Alabama,2013,2,X,7.4161,X,X,X,X,X,X,1074,29,14482
States,Alaska,2013,2,X,2.26433,X,X,X,X,X,X,49,9,2164
States,Arizona,2013,2,X,2.82776,X,X,X,X,X,X,649,36,22951
States,Arkansas,2013,2,X,5.77181,X,X,X,X,X,X,301,22,5215
States,California,2013,2,X,3.7083,X,X,X,X,X,X,1255,125,33843
States,Colorado,2013,2,X,2.97167,X,X,X,X,X,X,705,11,23724
States,Connecticut,2013,2,X,4.43469,X,X,X,X,X,X,202,24,4555
States,Delaware,2013,2,X,5.11518,X,X,X,X,X,X,151,9,2952
States,District of Columbia,2013,2,X,6.84584,X,X,X,X,X,X,135,3,1972
States,Florida,2013,2,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,2,X,3.55827,X,X,X,X,X,X,1014,43,28497
States,Hawaii,2013,2,X,2.8331,X,X,X,X,X,X,367,19,12954
States,Idaho,2013,2,X,3.59773,X,X,X,X,X,X,171,10,4753
States,Illinois,2013,2,X,4.34811,X,X,X,X,X,X,2008,86,46181
States,Indiana,2013,2,X,4.11404,X,X,X,X,X,X,469,41,11400
States,Iowa,2013,2,X,3.24042,X,X,X,X,X,X,93,16,2870
States,Kansas,2013,2,X,4.76133,X,X,X,X,X,X,396,37,8317
States,Kentucky,2013,2,X,1.12997,X,X,X,X,X,X,249,19,22036
States,Louisiana,2013,2,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,2,X,2.89363,X,X,X,X,X,X,213,36,7361
States,Maryland,2013,2,X,4.23557,X,X,X,X,X,X,397,13,9373
States,Massachusetts,2013,2,X,2.57992,X,X,X,X,X,X,753,49,29187
States,Michigan,2013,2,X,3.87657,X,X,X,X,X,X,696,54,17954
States,Minnesota,2013,2,X,4.0914,X,X,X,X,X,X,188,13,4595
States,Mississippi,2013,2,X,6.70186,X,X,X,X,X,X,1168,44,17428
States,Missouri,2013,2,X,4.59826,X,X,X,X,X,X,380,27,8264
States,Montana,2013,2,X,1.05949,X,X,X,X,X,X,26,8,2454
States,Nebraska,2013,2,X,10.1024,X,X,X,X,X,X,454,17,4494
States,Nevada,2013,2,X,2.38245,X,X,X,X,X,X,380,32,15950
States,New Hampshire,2013,2,X,3.09771,X,X,X,X,X,X,149,28,4810
States,New Jersey,2013,2,X,4.94719,X,X,X,X,X,X,356,19,7196
States,New Mexico,2013,2,X,4.63149,X,X,X,X,X,X,460,26,9932
States,New York,2013,2,X,4.13807,X,X,X,X,X,X,627,209,15152
States,North Carolina,2013,2,X,3.61605,X,X,X,X,X,X,767,65,21211
States,North Dakota,2013,2,X,7.00914,X,X,X,X,X,X,161,12,2297
States,Ohio,2013,2,X,2.89587,X,X,X,X,X,X,485,50,16748
States,Oklahoma,2013,2,X,8.43243,X,X,X,X,X,X,390,19,4625
States,Oregon,2013,2,X,2.67185,X,X,X,X,X,X,103,17,3855
States,Pennsylvania,2013,2,X,4.30241,X,X,X,X,X,X,762,60,17711
States,Rhode Island,2013,2,X,3.40512,X,X,X,X,X,X,185,19,5433
States,South Carolina,2013,2,X,2.04398,X,X,X,X,X,X,145,20,7094
States,South Dakota,2013,2,X,2.42227,X,X,X,X,X,X,134,19,5532
States,Tennessee,2013,2,X,4.13007,X,X,X,X,X,X,522,57,12639
States,Texas,2013,2,X,7.61521,X,X,X,X,X,X,3518,65,46197
States,Utah,2013,2,X,5.4211,X,X,X,X,X,X,1111,45,20494
States,Vermont,2013,2,X,5.14139,X,X,X,X,X,X,180,12,3501
States,Virginia,2013,2,X,7.06235,X,X,X,X,X,X,5990,100,84816
States,Washington,2013,2,X,2.30206,X,X,X,X,X,X,173,19,7515
States,West Virginia,2013,2,X,4.31387,X,X,X,X,X,X,685,39,15879
States,Wisconsin,2013,2,X,3.8992,X,X,X,X,X,X,147,36,3770
States,Wyoming,2013,2,X,7.20103,X,X,X,X,X,X,336,23,4666
States,Virgin Islands,2013,2,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,2,X,5.52524,X,X,X,X,X,X,5963,73,107923
States,Alabama,2013,3,X,5.90845,X,X,X,X,X,X,799,29,13523
States,Alaska,2013,3,X,2.53279,X,X,X,X,X,X,56,9,2211
States,Arizona,2013,3,X,3.90697,X,X,X,X,X,X,934,36,23906
States,Arkansas,2013,3,X,5.90369,X,X,X,X,X,X,293,20,4963
States,California,2013,3,X,4.98923,X,X,X,X,X,X,1783,126,35737
States,Colorado,2013,3,X,3.87965,X,X,X,X,X,X,891,11,22966
States,Connecticut,2013,3,X,4.14041,X,X,X,X,X,X,138,22,3333
States,Delaware,2013,3,X,5.49981,X,X,X,X,X,X,148,9,2691
States,District of Columbia,2013,3,X,7.19162,X,X,X,X,X,X,158,3,2197
States,Florida,2013,3,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,3,X,2.92425,X,X,X,X,X,X,818,42,27973
States,Hawaii,2013,3,X,3.35174,X,X,X,X,X,X,510,20,15216
States,Idaho,2013,3,X,2.95283,X,X,X,X,X,X,149,11,5046
States,Illinois,2013,3,X,3.88902,X,X,X,X,X,X,1790,88,46027
States,Indiana,2013,3,X,4.82472,X,X,X,X,X,X,545,41,11296
States,Iowa,2013,3,X,3.46476,X,X,X,X,X,X,116,17,3348
States,Kansas,2013,3,X,6.03671,X,X,X,X,X,X,513,36,8498
States,Kentucky,2013,3,X,1.82096,X,X,X,X,X,X,405,19,22241
States,Louisiana,2013,3,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,3,X,3.04298,X,X,X,X,X,X,211,36,6934
States,Maryland,2013,3,X,3.81307,X,X,X,X,X,X,399,15,10464
States,Massachusetts,2013,3,X,2.37227,X,X,X,X,X,X,716,52,30182
States,Michigan,2013,3,X,4.07978,X,X,X,X,X,X,720,56,17648
States,Minnesota,2013,3,X,3.07692,X,X,X,X,X,X,152,13,4940
States,Mississippi,2013,3,X,6.09412,X,X,X,X,X,X,1014,45,16639
States,Missouri,2013,3,X,4.42954,X,X,X,X,X,X,403,28,9098
States,Montana,2013,3,X,1.3905,X,X,X,X,X,X,36,9,2589
States,Nebraska,2013,3,X,9.41499,X,X,X,X,X,X,412,17,4376
States,Nevada,2013,3,X,3.02318,X,X,X,X,X,X,476,32,15745
States,New Hampshire,2013,3,X,2.3704,X,X,X,X,X,X,107,27,4514
States,New Jersey,2013,3,X,5.61734,X,X,X,X,X,X,399,20,7103
States,New Mexico,2013,3,X,4.814,X,X,X,X,X,X,484,26,10054
States,New York,2013,3,X,4.53812,X,X,X,X,X,X,647,210,14257
States,North Carolina,2013,3,X,3.17627,X,X,X,X,X,X,695,66,21881
States,North Dakota,2013,3,X,5.74185,X,X,X,X,X,X,125,12,2177
States,Ohio,2013,3,X,3.00585,X,X,X,X,X,X,488,50,16235
States,Oklahoma,2013,3,X,9.74255,X,X,X,X,X,X,386,19,3962
States,Oregon,2013,3,X,3.23712,X,X,X,X,X,X,120,15,3707
States,Pennsylvania,2013,3,X,4.96328,X,X,X,X,X,X,892,61,17972
States,Rhode Island,2013,3,X,2.82409,X,X,X,X,X,X,166,20,5878
States,South Carolina,2013,3,X,1.32181,X,X,X,X,X,X,104,20,7868
States,South Dakota,2013,3,X,2.52996,X,X,X,X,X,X,133,19,5257
States,Tennessee,2013,3,X,2.97487,X,X,X,X,X,X,322,49,10824
States,Texas,2013,3,X,7.688,X,X,X,X,X,X,3430,66,44615
States,Utah,2013,3,X,5.49212,X,X,X,X,X,X,1087,46,19792
States,Vermont,2013,3,X,5.1005,X,X,X,X,X,X,203,12,3980
States,Virginia,2013,3,X,6.24657,X,X,X,X,X,X,4673,99,74809
States,Washington,2013,3,X,2.94155,X,X,X,X,X,X,231,18,7853
States,West Virginia,2013,3,X,5.22459,X,X,X,X,X,X,820,39,15695
States,Wisconsin,2013,3,X,3.36249,X,X,X,X,X,X,123,35,3658
States,Wyoming,2013,3,X,4.97664,X,X,X,X,X,X,245,25,4923
States,Virgin Islands,2013,3,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,3,X,6.13491,X,X,X,X,X,X,6543,77,106652
States,Alabama,2013,4,X,4.76343,X,X,X,X,X,X,593,26,12449
States,Alaska,2013,4,X,0.979858,X,X,X,X,X,X,18,8,1837
States,Arizona,2013,4,X,5.05778,X,X,X,X,X,X,1046,34,20681
States,Arkansas,2013,4,X,4.93274,X,X,X,X,X,X,231,19,4683
States,California,2013,4,X,5.83965,X,X,X,X,X,X,2043,124,34985
States,Colorado,2013,4,X,3.32689,X,X,X,X,X,X,757,11,22754
States,Connecticut,2013,4,X,2.9826,X,X,X,X,X,X,144,27,4828
States,Delaware,2013,4,X,5.04705,X,X,X,X,X,X,118,9,2338
States,District of Columbia,2013,4,X,6.97269,X,X,X,X,X,X,120,3,1721
States,Florida,2013,4,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,4,X,2.32237,X,X,X,X,X,X,605,43,26051
States,Hawaii,2013,4,X,4.84493,X,X,X,X,X,X,603,19,12446
States,Idaho,2013,4,X,3.67372,X,X,X,X,X,X,177,11,4818
States,Illinois,2013,4,X,3.54367,X,X,X,X,X,X,1500,86,42329
States,Indiana,2013,4,X,3.19107,X,X,X,X,X,X,326,40,10216
States,Iowa,2013,4,X,3.5179,X,X,X,X,X,X,115,17,3269
States,Kansas,2013,4,X,5.46252,X,X,X,X,X,X,473,37,8659
States,Kentucky,2013,4,X,1.6038,X,X,X,X,X,X,338,18,21075
States,Louisiana,2013,4,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,4,X,2.06863,X,X,X,X,X,X,129,35,6236
States,Maryland,2013,4,X,3.75483,X,X,X,X,X,X,272,14,7244
States,Massachusetts,2013,4,X,2.48898,X,X,X,X,X,X,672,54,26999
States,Michigan,2013,4,X,4.42058,X,X,X,X,X,X,708,56,16016
States,Minnesota,2013,4,X,2.86423,X,X,X,X,X,X,127,13,4434
States,Mississippi,2013,4,X,5.95498,X,X,X,X,X,X,1037,44,17414
States,Missouri,2013,4,X,4.89124,X,X,X,X,X,X,407,28,8321
States,Montana,2013,4,X,1.22777,X,X,X,X,X,X,29,9,2362
States,Nebraska,2013,4,X,9.67664,X,X,X,X,X,X,398,16,4113
States,Nevada,2013,4,X,3.57443,X,X,X,X,X,X,553,32,15471
States,New Hampshire,2013,4,X,1.14967,X,X,X,X,X,X,55,29,4784
States,New Jersey,2013,4,X,4.94037,X,X,X,X,X,X,348,20,7044
States,New Mexico,2013,4,X,5.96807,X,X,X,X,X,X,557,26,9333
States,New York,2013,4,X,4.06893,X,X,X,X,X,X,621,206,15262
States,North Carolina,2013,4,X,2.46907,X,X,X,X,X,X,475,67,19238
States,North Dakota,2013,4,X,6.80813,X,X,X,X,X,X,77,10,1131
States,Ohio,2013,4,X,2.65128,X,X,X,X,X,X,386,49,14559
States,Oklahoma,2013,4,X,8.25726,X,X,X,X,X,X,398,20,4820
States,Oregon,2013,4,X,4.3911,X,X,X,X,X,X,150,15,3416
States,Pennsylvania,2013,4,X,3.63506,X,X,X,X,X,X,608,57,16726
States,Rhode Island,2013,4,X,1.49655,X,X,X,X,X,X,89,20,5947
States,South Carolina,2013,4,X,0.944414,X,X,X,X,X,X,70,19,7412
States,South Dakota,2013,4,X,2.38565,X,X,X,X,X,X,121,19,5072
States,Tennessee,2013,4,X,1.8338,X,X,X,X,X,X,175,52,9543
States,Texas,2013,4,X,7.58763,X,X,X,X,X,X,3284,64,43281
States,Utah,2013,4,X,5.58777,X,X,X,X,X,X,1060,44,18970
States,Vermont,2013,4,X,5.39638,X,X,X,X,X,X,194,12,3595
States,Virginia,2013,4,X,2.96131,X,X,X,X,X,X,2042,98,68956
States,Washington,2013,4,X,3.58913,X,X,X,X,X,X,181,18,5043
States,West Virginia,2013,4,X,3.72481,X,X,X,X,X,X,523,38,14041
States,Wisconsin,2013,4,X,2.79702,X,X,X,X,X,X,105,35,3754
States,Wyoming,2013,4,X,5.56492,X,X,X,X,X,X,231,23,4151
States,Virgin Islands,2013,4,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,4,X,5.14435,X,X,X,X,X,X,4918,76,95600
States,Alabama,2013,5,X,4.46756,X,X,X,X,X,X,597,28,13363
States,Alaska,2013,5,X,2.47636,X,X,X,X,X,X,55,9,2221
States,Arizona,2013,5,X,3.63893,X,X,X,X,X,X,824,34,22644
States,Arkansas,2013,5,X,3.94113,X,X,X,X,X,X,158,18,4009
States,California,2013,5,X,6.10146,X,X,X,X,X,X,2349,126,38499
States,Colorado,2013,5,X,2.90437,X,X,X,X,X,X,687,9,23654
States,Connecticut,2013,5,X,2.56616,X,X,X,X,X,X,128,22,4988
States,Delaware,2013,5,X,3.08789,X,X,X,X,X,X,78,9,2526
States,District of Columbia,2013,5,X,5.30071,X,X,X,X,X,X,104,3,1962
States,Florida,2013,5,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,5,X,2.45549,X,X,X,X,X,X,651,42,26512
States,Hawaii,2013,5,X,3.77211,X,X,X,X,X,X,531,17,14077
States,Idaho,2013,5,X,2.97558,X,X,X,X,X,X,173,11,5814
States,Illinois,2013,5,X,3.50275,X,X,X,X,X,X,1572,84,44879
States,Indiana,2013,5,X,3.50093,X,X,X,X,X,X,376,41,10740
States,Iowa,2013,5,X,2.51346,X,X,X,X,X,X,84,17,3342
States,Kansas,2013,5,X,6.11562,X,X,X,X,X,X,512,37,8372
States,Kentucky,2013,5,X,1.4733,X,X,X,X,X,X,335,19,22738
States,Louisiana,2013,5,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,5,X,1.91816,X,X,X,X,X,X,120,34,6256
States,Maryland,2013,5,X,2.44738,X,X,X,X,X,X,243,15,9929
States,Massachusetts,2013,5,X,2.06795,X,X,X,X,X,X,605,52,29256
States,Michigan,2013,5,X,3.39719,X,X,X,X,X,X,493,53,14512
States,Minnesota,2013,5,X,2.67437,X,X,X,X,X,X,125,13,4674
States,Mississippi,2013,5,X,5.44546,X,X,X,X,X,X,959,45,17611
States,Missouri,2013,5,X,4.95706,X,X,X,X,X,X,381,27,7686
States,Montana,2013,5,X,1.32319,X,X,X,X,X,X,40,9,3023
States,Nebraska,2013,5,X,8.77193,X,X,X,X,X,X,305,16,3477
States,Nevada,2013,5,X,2.32686,X,X,X,X,X,X,297,26,12764
States,New Hampshire,2013,5,X,0.90151,X,X,X,X,X,X,40,29,4437
States,New Jersey,2013,5,X,4.63762,X,X,X,X,X,X,231,19,4981
States,New Mexico,2013,5,X,5.02665,X,X,X,X,X,X,481,26,9569
States,New York,2013,5,X,2.9484,X,X,X,X,X,X,468,207,15873
States,North Carolina,2013,5,X,2.05758,X,X,X,X,X,X,451,63,21919
States,North Dakota,2013,5,X,4.5419,X,X,X,X,X,X,58,10,1277
States,Ohio,2013,5,X,2.02597,X,X,X,X,X,X,298,44,14709
States,Oklahoma,2013,5,X,8.98551,X,X,X,X,X,X,403,20,4485
States,Oregon,2013,5,X,3.3109,X,X,X,X,X,X,123,16,3715
States,Pennsylvania,2013,5,X,2.72834,X,X,X,X,X,X,486,60,17813
States,Rhode Island,2013,5,X,1.70721,X,X,X,X,X,X,113,20,6619
States,South Carolina,2013,5,X,0.94416,X,X,X,X,X,X,70,19,7414
States,South Dakota,2013,5,X,2.63852,X,X,X,X,X,X,130,19,4927
States,Tennessee,2013,5,X,2.67506,X,X,X,X,X,X,306,53,11439
States,Texas,2013,5,X,5.83695,X,X,X,X,X,X,2367,64,40552
States,Utah,2013,5,X,5.05722,X,X,X,X,X,X,959,44,18963
States,Vermont,2013,5,X,5.94282,X,X,X,X,X,X,185,11,3113
States,Virginia,2013,5,X,3.83966,X,X,X,X,X,X,2730,99,71100
States,Washington,2013,5,X,2.47019,X,X,X,X,X,X,174,18,7044
States,West Virginia,2013,5,X,2.94601,X,X,X,X,X,X,412,39,13985
States,Wisconsin,2013,5,X,2.69296,X,X,X,X,X,X,112,34,4159
States,Wyoming,2013,5,X,3.85627,X,X,X,X,X,X,176,22,4564
States,Virgin Islands,2013,5,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,5,X,4.19967,X,X,X,X,X,X,4120,74,98103
States,Alabama,2013,6,X,3.86127,X,X,X,X,X,X,511,26,13234
States,Alaska,2013,6,X,1.56726,X,X,X,X,X,X,36,9,2297
States,Arizona,2013,6,X,3.19126,X,X,X,X,X,X,730,34,22875
States,Arkansas,2013,6,X,2.82872,X,X,X,X,X,X,91,16,3217
States,California,2013,6,X,5.4357,X,X,X,X,X,X,1993,115,36665
States,Colorado,2013,6,X,2.54059,X,X,X,X,X,X,593,10,23341
States,Connecticut,2013,6,X,1.97204,X,X,X,X,X,X,79,24,4006
States,Delaware,2013,6,X,2.01085,X,X,X,X,X,X,63,10,3133
States,District of Columbia,2013,6,X,5.28531,X,X,X,X,X,X,113,3,2138
States,Florida,2013,6,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,6,X,2.495,X,X,X,X,X,X,686,43,27495
States,Hawaii,2013,6,X,4.02789,X,X,X,X,X,X,52,15,1291
States,Idaho,2013,6,X,3.50244,X,X,X,X,X,X,194,11,5539
States,Illinois,2013,6,X,3.12585,X,X,X,X,X,X,1381,84,44180
States,Indiana,2013,6,X,3.14203,X,X,X,X,X,X,346,41,11012
States,Iowa,2013,6,X,2.03321,X,X,X,X,X,X,60,15,2951
States,Kansas,2013,6,X,5.38633,X,X,X,X,X,X,458,36,8503
States,Kentucky,2013,6,X,1.16268,X,X,X,X,X,X,238,19,20470
States,Louisiana,2013,6,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,6,X,1.57348,X,X,X,X,X,X,103,36,6546
States,Maryland,2013,6,X,1.91896,X,X,X,X,X,X,197,16,10266
States,Massachusetts,2013,6,X,1.92758,X,X,X,X,X,X,486,51,25213
States,Michigan,2013,6,X,3.4188,X,X,X,X,X,X,544,56,15912
States,Minnesota,2013,6,X,3.01697,X,X,X,X,X,X,144,13,4773
States,Mississippi,2013,6,X,5.19833,X,X,X,X,X,X,899,45,17294
States,Missouri,2013,6,X,4.4439,X,X,X,X,X,X,360,27,8101
States,Montana,2013,6,X,0.956938,X,X,X,X,X,X,26,7,2717
States,Nebraska,2013,6,X,6.27462,X,X,X,X,X,X,223,16,3554
States,Nevada,2013,6,X,3.55964,X,X,X,X,X,X,507,31,14243
States,New Hampshire,2013,6,X,0.714445,X,X,X,X,X,X,32,27,4479
States,New Jersey,2013,6,X,4.45368,X,X,X,X,X,X,300,20,6736
States,New Mexico,2013,6,X,3.84575,X,X,X,X,X,X,366,26,9517
States,New York,2013,6,X,2.7859,X,X,X,X,X,X,419,202,15040
States,North Carolina,2013,6,X,1.4279,X,X,X,X,X,X,303,62,21220
States,North Dakota,2013,6,X,4.5993,X,X,X,X,X,X,66,10,1435
States,Ohio,2013,6,X,1.68523,X,X,X,X,X,X,233,46,13826
States,Oklahoma,2013,6,X,5.18067,X,X,X,X,X,X,238,20,4594
States,Oregon,2013,6,X,2.75387,X,X,X,X,X,X,96,16,3486
States,Pennsylvania,2013,6,X,2.49063,X,X,X,X,X,X,412,55,16542
States,Rhode Island,2013,6,X,0.914897,X,X,X,X,X,X,53,20,5793
States,South Carolina,2013,6,X,0.968492,X,X,X,X,X,X,75,18,7744
States,South Dakota,2013,6,X,2.67509,X,X,X,X,X,X,144,19,5383
States,Tennessee,2013,6,X,2.21057,X,X,X,X,X,X,253,55,11445
States,Texas,2013,6,X,4.63083,X,X,X,X,X,X,1822,65,39345
States,Utah,2013,6,X,4.17015,X,X,X,X,X,X,848,45,20335
States,Vermont,2013,6,X,5.43727,X,X,X,X,X,X,166,11,3053
States,Virginia,2013,6,X,3.28483,X,X,X,X,X,X,2192,100,66731
States,Washington,2013,6,X,2.10597,X,X,X,X,X,X,157,19,7455
States,West Virginia,2013,6,X,1.60149,X,X,X,X,X,X,215,36,13425
States,Wisconsin,2013,6,X,1.62695,X,X,X,X,X,X,71,32,4364
States,Wyoming,2013,6,X,2.94999,X,X,X,X,X,X,128,21,4339
States,Virgin Islands,2013,6,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,6,X,3.75588,X,X,X,X,X,X,3442,66,91643
States,Alabama,2013,7,X,4.12844,X,X,X,X,X,X,531,28,12862
States,Alaska,2013,7,X,1.04879,X,X,X,X,X,X,23,9,2193
States,Arizona,2013,7,X,3.03784,X,X,X,X,X,X,635,34,20903
States,Arkansas,2013,7,X,2.08218,X,X,X,X,X,X,75,17,3602
States,California,2013,7,X,4.86921,X,X,X,X,X,X,1746,120,35858
States,Colorado,2013,7,X,1.90076,X,X,X,X,X,X,434,11,22833
States,Connecticut,2013,7,X,1.53975,X,X,X,X,X,X,55,23,3572
States,Delaware,2013,7,X,1.63743,X,X,X,X,X,X,42,9,2565
States,District of Columbia,2013,7,X,4.76893,X,X,X,X,X,X,97,3,2034
States,Florida,2013,7,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,7,X,2.2694,X,X,X,X,X,X,636,41,28025
States,Hawaii,2013,7,X,3.20233,X,X,X,X,X,X,44,16,1374
States,Idaho,2013,7,X,2.83275,X,X,X,X,X,X,146,11,5154
States,Illinois,2013,7,X,3.05967,X,X,X,X,X,X,1282,80,41900
States,Indiana,2013,7,X,2.63581,X,X,X,X,X,X,279,41,10585
States,Iowa,2013,7,X,1.80092,X,X,X,X,X,X,55,15,3054
States,Kansas,2013,7,X,3.79135,X,X,X,X,X,X,306,36,8071
States,Kentucky,2013,7,X,1.02495,X,X,X,X,X,X,212,18,20684
States,Louisiana,2013,7,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,7,X,1.11177,X,X,X,X,X,X,75,36,6746
States,Maryland,2013,7,X,2.06293,X,X,X,X,X,X,198,15,9598
States,Massachusetts,2013,7,X,1.66667,X,X,X,X,X,X,444,51,26640
States,Michigan,2013,7,X,2.95892,X,X,X,X,X,X,466,54,15749
States,Minnesota,2013,7,X,2.63502,X,X,X,X,X,X,121,13,4592
States,Mississippi,2013,7,X,4.6582,X,X,X,X,X,X,785,45,16852
States,Missouri,2013,7,X,3.33773,X,X,X,X,X,X,253,27,7580
States,Montana,2013,7,X,0.2886,X,X,X,X,X,X,8,8,2772
States,Nebraska,2013,7,X,5.84396,X,X,X,X,X,X,197,16,3371
States,Nevada,2013,7,X,3.38641,X,X,X,X,X,X,504,28,14883
States,New Hampshire,2013,7,X,0.439422,X,X,X,X,X,X,21,28,4779
States,New Jersey,2013,7,X,4.79113,X,X,X,X,X,X,242,19,5051
States,New Mexico,2013,7,X,3.62428,X,X,X,X,X,X,338,26,9326
States,New York,2013,7,X,3.39217,X,X,X,X,X,X,540,203,15919
States,North Carolina,2013,7,X,1.19998,X,X,X,X,X,X,254,64,21167
States,North Dakota,2013,7,X,7.76053,X,X,X,X,X,X,105,11,1353
States,Ohio,2013,7,X,1.50813,X,X,X,X,X,X,218,43,14455
States,Oklahoma,2013,7,X,4.9334,X,X,X,X,X,X,200,21,4054
States,Oregon,2013,7,X,2.72505,X,X,X,X,X,X,89,15,3266
States,Pennsylvania,2013,7,X,2.98393,X,X,X,X,X,X,507,56,16991
States,Rhode Island,2013,7,X,0.770366,X,X,X,X,X,X,47,20,6101
States,South Carolina,2013,7,X,1.0661,X,X,X,X,X,X,80,17,7504
States,South Dakota,2013,7,X,2.16933,X,X,X,X,X,X,103,19,4748
States,Tennessee,2013,7,X,2.91918,X,X,X,X,X,X,363,58,12435
States,Texas,2013,7,X,3.98526,X,X,X,X,X,X,1514,64,37990
States,Utah,2013,7,X,3.63476,X,X,X,X,X,X,701,45,19286
States,Vermont,2013,7,X,5.07663,X,X,X,X,X,X,159,10,3132
States,Virginia,2013,7,X,3.16161,X,X,X,X,X,X,2264,100,71609
States,Washington,2013,7,X,1.67155,X,X,X,X,X,X,114,17,6820
States,West Virginia,2013,7,X,1.46835,X,X,X,X,X,X,203,37,13825
States,Wisconsin,2013,7,X,1.57358,X,X,X,X,X,X,71,34,4512
States,Wyoming,2013,7,X,2.87059,X,X,X,X,X,X,122,21,4250
States,Virgin Islands,2013,7,X,X,X,X,X,X,X,X,X,X,X
States,New York City,2013,7,X,3.05157,X,X,X,X,X,X,2883,61,94476
States,Alabama,2013,8,X,3.0586,X,X,X,X,X,X,393,27,12849
States,Alaska,2013,8,X,0.89782,X,X,X,X,X,X,21,9,2339
States,Arizona,2013,8,X,2.4249,X,X,X,X,X,X,490,33,20207
States,Arkansas,2013,8,X,1.34731,X,X,X,X,X,X,45,16,3340
States,California,2013,8,X,4.14831,X,X,X,X,X,X,1365,123,32905
States,Colorado,2013,8,X,1.73183,X,X,X,X,X,X,396,11,22866
States,Connecticut,2013,8,X,1.88235,X,X,X,X,X,X,72,23,3825
States,Delaware,2013,8,X,1.67555,X,X,X,X,X,X,44,9,2626
States,District of Columbia,2013,8,X,4.53053,X,X,X,X,X,X,69,3,1523
States,Florida,2013,8,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2013,8,X,2.4042,X,X,X,X,X,X,660,41,27452
States,Hawaii,2013,8,X,3.14626,X,X,X,X,X,X,37,15,1176
States,Idaho,2013,8,X,2.53615,X,X,X,X,X,X,114,10,4495
States,Illinois,2013,8,X,2.55517,X,X,X,X,X,X,1064,83,41641
States,Indiana,2013,8,X,2.74562,X,X,X,X,X,X,287,40,10453
States,Iowa,2013,8,X,0.970874,X,X,X,X,X,X,32,15,3296
States,Kansas,2013,8,X,3.48031,X,X,X,X,X,X,221,34,6350
States,Kentucky,2013,8,X,0.977729,X,X,X,X,X,X,216,19,22092
States,Louisiana,2013,8,X,X,X,X,X,X,X,X,X,X,X
States,Maine,2013,8,X,1.06507,X,X,X,X,X,X,64,35,6009
States,Maryland,2013,8,X,2.56122,X,X,X,X,X,X,205,13,8004
States,Massachusetts,2013,8,X,1.59041,X,X,X,X,X,X,373,52,23453
States,Michigan,2013,8,X,2.66819,X,X,X,X,X,X,397,54,14879
States,Minnesota,2013,8,X,1.77297,X,X,X,X,X,X,82,12,4625
States,Mississippi,2013,8,X,4.86339,X,X,X,X,X,X,858,45,17642
States,Missouri,2013,8,X,3.15217,X,X,X,X,X,X,203,27,6440
States,Montana,2013,8,X,1.03766,X,X,X,X,X,X,27,8,2602
States,Nebraska,2013,8,X,5.60621,X,X,X,X,X,X,166,15,2961
States,Nevada,2013,8,X,2.88354,X,X,X,X,X,X,437,29,15155
States,New Hampshire,2013,8,X,0.502952,X,X,X,X,X,X,23,28,4573
States,New Jersey,2013,8,X,3.44288,X,X,X,X,X,X,242,19,7029
States,New Mexico,2013,8,X,3.2908,X,X,X,X,X,X,294,26,8934
States,New York,2013,8,X,3.48492,X,X,X,X,X,X,551,214,15811
States,North Carolina,2013,8,X,1.29133,X,X,X,X,X,X,280,63,21683
States,North Dakota,2013,8,X,2.70868,X,X,X,X,X,X,49,11,1809
States,Ohio,2013,8,X,2.11968,X,X,X,X,X,X,294,48,13870
States,Oklahoma,2013,8,X,4.83708,X,X,X,X,X,X,144,19,2977
States,Oregon,2013,8,X,2.59301,X,X,X,X,X,X,92,14,3548
States,Pennsylvania,2013,8,X,2.50669,X,X,X,X,X,X,431,56,17194
States,Rhode Island,2013,8,X,0.590364,X,X,X,X,X,X,31,20,5251
States,South Carolina,2013,8,X,1.00689,X,X,X,X,X,X,76,18,7548
States,South Dakota,2013,8,X,1.76887,X,X,X,X,X,X,90,19,5088
