"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  This data file includes only data prior to the 2015-16 influenza season, and will be presented with the public health and clinical labs combined."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
States,Mississippi,2011,13,X,X,X,X,X,X,X,X,X
States,Missouri,2011,13,249,2.41,0,0,0,1,0,5,0
States,Montana,2011,13,62,19.35,2,0,5,3,0,2,0
States,Nebraska,2011,13,67,16.42,2,0,5,0,0,4,0
States,Nevada,2011,13,33,27.27,3,0,4,0,0,2,0
States,New Hampshire,2011,13,49,18.37,2,0,2,2,0,3,0
States,New Jersey,2011,13,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,13,23,4.35,0,0,1,0,0,0,0
States,New York,2011,13,615,16.26,5,0,17,46,0,32,0
States,North Carolina,2011,13,17,5.88,0,0,1,0,0,0,0
States,North Dakota,2011,13,186,19.89,2,0,4,14,0,17,0
States,Ohio,2011,13,80,7.5,1,0,2,2,0,1,0
States,Oklahoma,2011,13,88,4.55,1,0,0,1,0,2,0
States,Oregon,2011,13,40,60,10,0,11,2,0,1,0
States,Pennsylvania,2011,13,226,18.14,6,0,9,2,0,24,0
States,Rhode Island,2011,13,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,13,173,4.05,0,0,1,4,0,2,0
States,South Dakota,2011,13,46,54.35,2,0,15,0,0,8,0
States,Tennessee,2011,13,75,6.67,3,0,1,0,0,1,0
States,Texas,2011,13,419,4.06,8,0,0,2,0,7,0
States,Utah,2011,13,419,9.31,13,0,5,7,0,14,0
States,Vermont,2011,13,X,X,X,X,X,X,X,X,X
States,Virginia,2011,13,118,9.32,0,0,2,3,0,6,0
States,Washington,2011,13,364,10.44,11,0,14,8,0,5,0
States,West Virginia,2011,13,276,10.14,1,0,10,14,0,3,0
States,Wisconsin,2011,13,237,32.07,17,0,40,3,0,16,0
States,Wyoming,2011,13,32,6.25,0,0,0,0,0,2,0
States,Puerto Rico,2011,13,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,13,X,X,X,X,X,X,X,X,X
States,New York City,2011,13,X,X,X,X,X,X,X,X,X
States,Alabama,2011,14,50,12,0,0,5,0,0,1,0
States,Alaska,2011,14,105,17.14,6,0,9,0,0,3,0
States,Arizona,2011,14,87,11.49,3,0,2,0,0,5,0
States,Arkansas,2011,14,42,0,0,0,0,0,0,0,0
States,California,2011,14,256,3.91,2,0,6,1,0,1,0
States,Colorado,2011,14,273,4.03,1,0,2,3,0,5,0
States,Connecticut,2011,14,188,18.62,5,0,10,1,0,19,0
States,Delaware,2011,14,191,15.71,7,0,15,0,0,8,0
States,District of Columbia,2011,14,X,X,X,X,X,X,X,X,X
States,Florida,2011,14,X,X,X,X,X,X,X,X,X
States,Georgia,2011,14,284,2.82,0,0,0,4,0,4,0
States,Hawaii,2011,14,269,8.55,7,0,7,1,0,8,0
States,Idaho,2011,14,X,X,X,X,X,X,X,X,X
States,Illinois,2011,14,75,4,0,0,1,0,0,2,0
States,Indiana,2011,14,128,0.78,1,0,0,0,0,0,0
States,Iowa,2011,14,55,12.73,0,0,4,0,0,3,0
States,Kansas,2011,14,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,14,40,2.5,1,0,0,0,0,0,0
States,Louisiana,2011,14,X,X,X,X,X,X,X,X,X
States,Maine,2011,14,32,43.75,3,0,7,1,0,3,0
States,Maryland,2011,14,41,53.66,2,0,4,1,0,15,0
States,Massachusetts,2011,14,29,27.59,0,0,1,0,0,7,0
States,Michigan,2011,14,14,78.57,2,0,8,0,0,1,0
States,Minnesota,2011,14,225,20,0,0,33,3,0,9,0
States,Mississippi,2011,14,X,X,X,X,X,X,X,X,X
States,Missouri,2011,14,263,3.42,1,0,0,5,0,3,0
States,Montana,2011,14,69,18.84,2,0,3,1,0,7,0
States,Nebraska,2011,14,54,14.81,2,0,5,1,0,0,0
States,Nevada,2011,14,12,41.67,1,0,0,0,0,4,0
States,New Hampshire,2011,14,60,23.33,0,0,3,1,0,10,0
States,New Jersey,2011,14,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,14,31,9.68,0,0,3,0,0,0,0
States,New York,2011,14,632,12.5,4,0,11,15,0,49,0
States,North Carolina,2011,14,13,0,0,0,0,0,0,0,0
States,North Dakota,2011,14,142,16.9,0,0,2,17,0,5,0
States,Ohio,2011,14,73,2.74,0,0,0,0,0,2,0
States,Oklahoma,2011,14,61,3.28,0,0,0,2,0,0,0
States,Oregon,2011,14,23,60.87,9,0,4,0,0,1,0
States,Pennsylvania,2011,14,199,9.05,3,0,3,0,0,12,0
States,Rhode Island,2011,14,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,14,135,1.48,0,0,1,0,0,1,0
States,South Dakota,2011,14,46,30.43,0,0,11,2,0,1,0
States,Tennessee,2011,14,79,1.27,0,0,1,0,0,0,0
States,Texas,2011,14,430,0.7,2,0,0,1,0,0,0
States,Utah,2011,14,378,8.2,6,0,6,7,0,12,0
States,Vermont,2011,14,X,X,X,X,X,X,X,X,X
States,Virginia,2011,14,93,5.38,0,0,1,2,0,2,0
States,Washington,2011,14,341,6.16,10,0,0,6,0,5,0
States,West Virginia,2011,14,244,3.69,0,0,1,7,0,1,0
States,Wisconsin,2011,14,221,31.67,6,0,32,4,0,28,0
States,Wyoming,2011,14,24,8.33,1,0,0,0,0,1,0
States,Puerto Rico,2011,14,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,14,X,X,X,X,X,X,X,X,X
States,New York City,2011,14,X,X,X,X,X,X,X,X,X
States,Alabama,2011,15,45,0,0,0,0,0,0,0,0
States,Alaska,2011,15,74,12.16,0,0,8,0,0,1,0
States,Arizona,2011,15,79,6.33,2,0,1,0,0,2,0
States,Arkansas,2011,15,40,2.5,0,0,0,0,0,1,0
States,California,2011,15,244,3.28,2,0,5,0,0,1,0
States,Colorado,2011,15,237,3.38,0,0,0,4,0,4,0
States,Connecticut,2011,15,162,14.81,6,0,12,0,0,6,0
States,Delaware,2011,15,170,7.06,0,0,1,0,0,11,0
States,District of Columbia,2011,15,10,20,0,0,0,1,0,1,0
States,Florida,2011,15,X,X,X,X,X,X,X,X,X
States,Georgia,2011,15,262,6.87,1,0,10,5,0,2,0
States,Hawaii,2011,15,242,6.61,4,0,4,1,0,7,0
States,Idaho,2011,15,X,X,X,X,X,X,X,X,X
States,Illinois,2011,15,50,4,0,0,0,0,0,2,0
States,Indiana,2011,15,116,0,0,0,0,0,0,0,0
States,Iowa,2011,15,39,7.69,0,0,2,0,0,1,0
States,Kansas,2011,15,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,15,57,0,0,0,0,0,0,0,0
States,Louisiana,2011,15,X,X,X,X,X,X,X,X,X
States,Maine,2011,15,26,38.46,2,0,6,0,0,2,0
States,Maryland,2011,15,41,36.59,0,0,2,0,0,13,0
States,Massachusetts,2011,15,33,3.03,0,0,0,0,0,1,0
States,Michigan,2011,15,14,64.29,0,0,7,0,0,2,0
States,Minnesota,2011,15,195,17.95,2,0,20,0,0,13,0
States,Mississippi,2011,15,16,43.75,0,0,7,0,0,0,0
States,Missouri,2011,15,232,1.72,0,0,0,4,0,0,0
States,Montana,2011,15,45,11.11,0,0,2,1,0,2,0
States,Nebraska,2011,15,43,2.33,0,0,1,0,0,0,0
States,Nevada,2011,15,14,28.57,1,0,2,0,0,1,0
States,New Hampshire,2011,15,45,17.78,0,0,2,2,0,4,0
States,New Jersey,2011,15,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,15,19,0,0,0,0,0,0,0,0
States,New York,2011,15,561,9.98,7,0,12,9,0,28,0
States,North Carolina,2011,15,12,0,0,0,0,0,0,0,0
States,North Dakota,2011,15,66,7.58,0,0,0,2,0,3,0
States,Ohio,2011,15,84,5.95,1,0,1,0,0,3,0
States,Oklahoma,2011,15,59,0,0,0,0,0,0,0,0
States,Oregon,2011,15,17,41.18,3,0,3,1,0,0,0
States,Pennsylvania,2011,15,178,6.18,2,0,4,0,0,5,0
States,Rhode Island,2011,15,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,15,178,0,0,0,0,0,0,0,0
States,South Dakota,2011,15,24,8.33,1,0,0,0,0,1,0
States,Tennessee,2011,15,41,9.76,1,0,0,0,0,3,0
States,Texas,2011,15,359,1.11,1,0,0,1,0,2,0
States,Utah,2011,15,325,4.92,1,0,2,5,0,8,0
States,Vermont,2011,15,X,X,X,X,X,X,X,X,X
States,Virginia,2011,15,48,2.08,0,0,0,1,0,0,0
States,Washington,2011,15,316,3.48,5,0,0,5,0,1,0
States,West Virginia,2011,15,201,3.48,0,0,1,5,0,1,0
States,Wisconsin,2011,15,184,20.11,1,0,21,1,0,14,0
States,Wyoming,2011,15,16,12.5,0,0,0,0,0,2,0
States,Puerto Rico,2011,15,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,15,X,X,X,X,X,X,X,X,X
States,New York City,2011,15,X,X,X,X,X,X,X,X,X
States,Alabama,2011,16,56,0,0,0,0,0,0,0,0
States,Alaska,2011,16,68,10.29,3,0,3,0,0,1,0
States,Arizona,2011,16,67,0,0,0,0,0,0,0,0
States,Arkansas,2011,16,36,8.33,1,0,0,0,0,2,0
States,California,2011,16,204,1.96,0,0,0,2,0,2,0
States,Colorado,2011,16,243,1.23,0,0,1,1,0,1,0
States,Connecticut,2011,16,147,14.97,4,0,5,0,0,13,0
States,Delaware,2011,16,126,2.38,0,0,3,0,0,0,0
States,District of Columbia,2011,16,10,0,0,0,0,0,0,0,0
States,Florida,2011,16,X,X,X,X,X,X,X,X,X
States,Georgia,2011,16,200,0.5,0,0,0,0,0,1,0
States,Hawaii,2011,16,217,4.61,3,0,2,0,0,5,0
States,Idaho,2011,16,X,X,X,X,X,X,X,X,X
States,Illinois,2011,16,45,0,0,0,0,0,0,0,0
States,Indiana,2011,16,106,0,0,0,0,0,0,0,0
States,Iowa,2011,16,29,3.45,0,0,0,0,0,1,0
States,Kansas,2011,16,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,16,54,1.85,1,0,0,0,0,0,0
States,Louisiana,2011,16,X,X,X,X,X,X,X,X,X
States,Maine,2011,16,X,X,X,X,X,X,X,X,X
States,Maryland,2011,16,14,14.29,0,0,0,0,0,2,0
States,Massachusetts,2011,16,31,9.68,0,0,1,0,0,2,0
States,Michigan,2011,16,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,16,147,10.88,0,0,11,1,0,4,0
States,Mississippi,2011,16,12,0,0,0,0,0,0,0,0
States,Missouri,2011,16,195,1.03,0,0,0,0,0,2,0
States,Montana,2011,16,33,9.09,0,0,0,0,0,3,0
States,Nebraska,2011,16,41,2.44,0,0,0,0,0,1,0
States,Nevada,2011,16,10,10,0,0,0,0,0,1,0
States,New Hampshire,2011,16,22,22.73,0,0,2,2,0,1,0
States,New Jersey,2011,16,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,16,21,4.76,1,0,0,0,0,0,0
States,New York,2011,16,432,6.02,3,0,4,3,0,16,0
States,North Carolina,2011,16,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,16,61,4.92,0,0,1,1,0,1,0
States,Ohio,2011,16,77,3.9,0,0,1,2,0,0,0
States,Oklahoma,2011,16,38,2.63,0,0,0,1,0,0,0
States,Oregon,2011,16,33,24.24,4,0,1,1,0,2,0
States,Pennsylvania,2011,16,151,1.99,0,0,1,0,0,2,0
States,Rhode Island,2011,16,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,16,69,0,0,0,0,0,0,0,0
States,South Dakota,2011,16,24,12.5,1,0,2,0,0,0,0
States,Tennessee,2011,16,22,9.09,0,0,2,0,0,0,0
States,Texas,2011,16,296,0.68,0,0,0,1,0,1,0
States,Utah,2011,16,267,3.37,2,0,1,2,0,4,0
States,Vermont,2011,16,X,X,X,X,X,X,X,X,X
States,Virginia,2011,16,48,4.17,0,0,0,1,0,1,0
States,Washington,2011,16,274,4.38,6,0,0,4,0,2,0
States,West Virginia,2011,16,199,0.5,0,0,1,0,0,0,0
States,Wisconsin,2011,16,121,14.88,0,0,12,1,0,5,0
States,Wyoming,2011,16,18,5.56,0,0,0,0,0,1,0
States,Puerto Rico,2011,16,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,16,X,X,X,X,X,X,X,X,X
States,New York City,2011,16,X,X,X,X,X,X,X,X,X
States,Alabama,2011,17,40,0,0,0,0,0,0,0,0
States,Alaska,2011,17,47,0,0,0,0,0,0,0,0
States,Arizona,2011,17,74,1.35,0,0,0,0,0,1,0
States,Arkansas,2011,17,28,0,0,0,0,0,0,0,0
States,California,2011,17,164,2.44,1,0,1,0,0,2,0
States,Colorado,2011,17,144,0,0,0,0,0,0,0,0
States,Connecticut,2011,17,146,6.16,0,0,1,1,0,7,0
States,Delaware,2011,17,148,2.03,1,0,2,0,0,0,0
States,District of Columbia,2011,17,X,X,X,X,X,X,X,X,X
States,Florida,2011,17,X,X,X,X,X,X,X,X,X
States,Georgia,2011,17,168,2.38,0,0,0,1,0,3,0
States,Hawaii,2011,17,157,2.55,1,0,0,1,0,2,0
States,Idaho,2011,17,X,X,X,X,X,X,X,X,X
States,Illinois,2011,17,34,5.88,0,0,0,0,0,2,0
States,Indiana,2011,17,93,0,0,0,0,0,0,0,0
States,Iowa,2011,17,32,6.25,0,0,1,0,0,1,0
States,Kansas,2011,17,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,17,46,0,0,0,0,0,0,0,0
States,Louisiana,2011,17,X,X,X,X,X,X,X,X,X
States,Maine,2011,17,X,X,X,X,X,X,X,X,X
States,Maryland,2011,17,22,18.18,0,0,2,1,0,1,0
States,Massachusetts,2011,17,16,0,0,0,0,0,0,0,0
States,Michigan,2011,17,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,17,110,10,0,0,2,1,0,8,0
States,Mississippi,2011,17,X,X,X,X,X,X,X,X,X
States,Missouri,2011,17,210,0.95,0,0,0,1,0,1,0
States,Montana,2011,17,21,4.76,0,0,0,0,0,1,0
States,Nebraska,2011,17,29,3.45,0,0,0,0,0,1,0
States,Nevada,2011,17,11,27.27,0,0,2,0,0,1,0
States,New Hampshire,2011,17,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,17,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,17,16,0,0,0,0,0,0,0,0
States,New York,2011,17,294,5.44,2,0,5,5,0,4,0
States,North Carolina,2011,17,13,0,0,0,0,0,0,0,0
States,North Dakota,2011,17,57,3.51,0,0,0,0,0,2,0
States,Ohio,2011,17,60,1.67,0,0,0,0,0,1,0
States,Oklahoma,2011,17,43,2.33,0,0,1,0,0,0,0
States,Oregon,2011,17,22,9.09,0,0,1,0,0,1,0
States,Pennsylvania,2011,17,139,3.6,0,0,1,0,0,4,0
States,Rhode Island,2011,17,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,17,26,0,0,0,0,0,0,0,0
States,South Dakota,2011,17,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,17,21,9.52,0,0,2,0,0,0,0
States,Texas,2011,17,302,1.66,0,0,0,2,0,3,0
States,Utah,2011,17,226,0.44,0,0,0,1,0,0,0
States,Vermont,2011,17,X,X,X,X,X,X,X,X,X
States,Virginia,2011,17,32,3.13,0,0,0,0,0,1,0
States,Washington,2011,17,291,2.41,2,0,2,2,0,1,0
States,West Virginia,2011,17,136,0.74,0,0,0,0,0,1,0
States,Wisconsin,2011,17,124,8.87,1,0,0,1,0,9,0
States,Wyoming,2011,17,25,8,0,0,0,0,0,2,0
States,Puerto Rico,2011,17,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,17,X,X,X,X,X,X,X,X,X
States,New York City,2011,17,X,X,X,X,X,X,X,X,X
States,Alabama,2011,18,35,0,0,0,0,0,0,0,0
States,Alaska,2011,18,46,13.04,4,0,1,0,0,1,0
States,Arizona,2011,18,64,0,0,0,0,0,0,0,0
States,Arkansas,2011,18,125,0.8,1,0,0,0,0,0,0
States,California,2011,18,145,0,0,0,0,0,0,0,0
States,Colorado,2011,18,209,0,0,0,0,0,0,0,0
States,Connecticut,2011,18,123,0.81,0,0,0,0,0,1,0
States,Delaware,2011,18,60,0,0,0,0,0,0,0,0
States,District of Columbia,2011,18,X,X,X,X,X,X,X,X,X
States,Florida,2011,18,X,X,X,X,X,X,X,X,X
States,Georgia,2011,18,138,3.62,0,0,0,0,0,5,0
States,Hawaii,2011,18,110,0.91,0,0,0,0,0,1,0
States,Idaho,2011,18,X,X,X,X,X,X,X,X,X
States,Illinois,2011,18,33,0,0,0,0,0,0,0,0
States,Indiana,2011,18,75,0,0,0,0,0,0,0,0
States,Iowa,2011,18,22,0,0,0,0,0,0,0,0
States,Kansas,2011,18,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,18,39,0,0,0,0,0,0,0,0
States,Louisiana,2011,18,X,X,X,X,X,X,X,X,X
States,Maine,2011,18,X,X,X,X,X,X,X,X,X
States,Maryland,2011,18,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,18,13,0,0,0,0,0,0,0,0
States,Michigan,2011,18,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,18,117,7.69,0,0,1,2,0,6,0
States,Mississippi,2011,18,X,X,X,X,X,X,X,X,X
States,Missouri,2011,18,216,0.93,0,0,0,1,0,1,0
States,Montana,2011,18,17,0,0,0,0,0,0,0,0
States,Nebraska,2011,18,37,0,0,0,0,0,0,0,0
States,Nevada,2011,18,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,18,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,18,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,18,X,X,X,X,X,X,X,X,X
States,New York,2011,18,323,1.24,0,0,0,0,0,4,0
States,North Carolina,2011,18,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,18,46,2.17,0,0,0,1,0,0,0
States,Ohio,2011,18,59,0,0,0,0,0,0,0,0
States,Oklahoma,2011,18,31,0,0,0,0,0,0,0,0
States,Oregon,2011,18,14,21.43,2,0,1,0,0,0,0
States,Pennsylvania,2011,18,117,5.98,1,0,5,0,0,1,0
States,Rhode Island,2011,18,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,18,24,0,0,0,0,0,0,0,0
States,South Dakota,2011,18,11,18.18,1,0,1,0,0,0,0
States,Tennessee,2011,18,X,X,X,X,X,X,X,X,X
States,Texas,2011,18,245,0.82,0,0,0,0,0,2,0
States,Utah,2011,18,242,0,0,0,0,0,0,0,0
States,Vermont,2011,18,X,X,X,X,X,X,X,X,X
States,Virginia,2011,18,20,0,0,0,0,0,0,0,0
States,Washington,2011,18,224,1.34,0,0,0,2,0,1,0
States,West Virginia,2011,18,128,0,0,0,0,0,0,0,0
States,Wisconsin,2011,18,108,4.63,0,0,5,0,0,0,0
States,Wyoming,2011,18,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,18,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,18,X,X,X,X,X,X,X,X,X
States,New York City,2011,18,X,X,X,X,X,X,X,X,X
States,Alabama,2011,19,45,2.22,0,0,0,1,0,0,0
States,Alaska,2011,19,47,0,0,0,0,0,0,0,0
States,Arizona,2011,19,56,0,0,0,0,0,0,0,0
States,Arkansas,2011,19,54,0,0,0,0,0,0,0,0
States,California,2011,19,136,0.74,0,0,0,0,0,1,0
States,Colorado,2011,19,161,1.86,0,0,0,3,0,0,0
States,Connecticut,2011,19,115,0,0,0,0,0,0,0,0
States,Delaware,2011,19,98,0,0,0,0,0,0,0,0
States,District of Columbia,2011,19,X,X,X,X,X,X,X,X,X
States,Florida,2011,19,X,X,X,X,X,X,X,X,X
States,Georgia,2011,19,167,1.8,0,0,0,0,0,3,0
States,Hawaii,2011,19,154,0.65,1,0,0,0,0,0,0
States,Idaho,2011,19,X,X,X,X,X,X,X,X,X
States,Illinois,2011,19,38,0,0,0,0,0,0,0,0
States,Indiana,2011,19,92,0,0,0,0,0,0,0,0
States,Iowa,2011,19,19,10.53,0,0,2,0,0,0,0
States,Kansas,2011,19,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,19,37,0,0,0,0,0,0,0,0
States,Louisiana,2011,19,X,X,X,X,X,X,X,X,X
States,Maine,2011,19,X,X,X,X,X,X,X,X,X
States,Maryland,2011,19,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,19,X,X,X,X,X,X,X,X,X
States,Michigan,2011,19,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,19,92,2.17,0,0,1,0,0,1,0
States,Mississippi,2011,19,X,X,X,X,X,X,X,X,X
States,Missouri,2011,19,192,0,0,0,0,0,0,0,0
States,Montana,2011,19,X,X,X,X,X,X,X,X,X
States,Nebraska,2011,19,22,0,0,0,0,0,0,0,0
States,Nevada,2011,19,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,19,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,19,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,19,13,7.69,0,0,0,0,0,1,0
States,New York,2011,19,239,0.84,0,0,0,0,0,2,0
States,North Carolina,2011,19,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,19,28,3.57,0,0,0,1,0,0,0
States,Ohio,2011,19,63,3.17,0,0,0,0,0,2,0
States,Oklahoma,2011,19,45,0,0,0,0,0,0,0,0
States,Oregon,2011,19,13,15.38,1,0,1,0,0,0,0
States,Pennsylvania,2011,19,121,0,0,0,0,0,0,0,0
States,Rhode Island,2011,19,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,19,24,0,0,0,0,0,0,0,0
States,South Dakota,2011,19,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,19,10,0,0,0,0,0,0,0,0
States,Texas,2011,19,239,0,0,0,0,0,0,0,0
States,Utah,2011,19,212,0.47,0,0,0,0,0,1,0
States,Vermont,2011,19,X,X,X,X,X,X,X,X,X
States,Virginia,2011,19,22,4.55,0,0,0,0,0,1,0
States,Washington,2011,19,225,1.33,0,0,2,1,0,0,0
States,West Virginia,2011,19,98,1.02,0,0,0,0,0,1,0
States,Wisconsin,2011,19,95,5.26,0,0,4,0,0,1,0
States,Wyoming,2011,19,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,19,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,19,X,X,X,X,X,X,X,X,X
States,New York City,2011,19,X,X,X,X,X,X,X,X,X
States,Alabama,2011,20,55,0,0,0,0,0,0,0,0
States,Alaska,2011,20,42,0,0,0,0,0,0,0,0
States,Arizona,2011,20,55,0,0,0,0,0,0,0,0
States,Arkansas,2011,20,36,0,0,0,0,0,0,0,0
States,California,2011,20,148,1.35,0,0,1,1,0,0,0
States,Colorado,2011,20,193,2.07,3,0,0,0,0,1,0
States,Connecticut,2011,20,132,0,0,0,0,0,0,0,0
States,Delaware,2011,20,41,0,0,0,0,0,0,0,0
States,District of Columbia,2011,20,X,X,X,X,X,X,X,X,X
States,Florida,2011,20,X,X,X,X,X,X,X,X,X
States,Georgia,2011,20,125,0.8,0,0,0,0,0,1,0
States,Hawaii,2011,20,81,3.7,0,0,1,0,0,2,0
States,Idaho,2011,20,X,X,X,X,X,X,X,X,X
States,Illinois,2011,20,29,0,0,0,0,0,0,0,0
States,Indiana,2011,20,97,0,0,0,0,0,0,0,0
States,Iowa,2011,20,13,0,0,0,0,0,0,0,0
States,Kansas,2011,20,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,20,50,0,0,0,0,0,0,0,0
States,Louisiana,2011,20,X,X,X,X,X,X,X,X,X
States,Maine,2011,20,X,X,X,X,X,X,X,X,X
States,Maryland,2011,20,10,0,0,0,0,0,0,0,0
States,Massachusetts,2011,20,X,X,X,X,X,X,X,X,X
States,Michigan,2011,20,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,20,49,6.12,0,0,1,0,0,2,0
States,Mississippi,2011,20,X,X,X,X,X,X,X,X,X
States,Missouri,2011,20,168,0,0,0,0,0,0,0,0
States,Montana,2011,20,20,0,0,0,0,0,0,0,0
States,Nebraska,2011,20,16,0,0,0,0,0,0,0,0
States,Nevada,2011,20,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,20,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,20,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,20,15,0,0,0,0,0,0,0,0
States,New York,2011,20,307,0.33,0,0,0,0,0,1,0
States,North Carolina,2011,20,X,X,X,X,X,X,X,X,X
States,North Dakota,2011,20,X,X,X,X,X,X,X,X,X
States,Ohio,2011,20,65,0,0,0,0,0,0,0,0
States,Oklahoma,2011,20,36,0,0,0,0,0,0,0,0
States,Oregon,2011,20,15,13.33,0,0,2,0,0,0,0
States,Pennsylvania,2011,20,120,1.67,0,0,0,0,0,2,0
States,Rhode Island,2011,20,X,X,X,X,X,X,X,X,X
States,South Carolina,2011,20,36,0,0,0,0,0,0,0,0
States,South Dakota,2011,20,X,X,X,X,X,X,X,X,X
States,Tennessee,2011,20,X,X,X,X,X,X,X,X,X
States,Texas,2011,20,232,0,0,0,0,0,0,0,0
States,Utah,2011,20,187,0.53,0,0,0,1,0,0,0
States,Vermont,2011,20,X,X,X,X,X,X,X,X,X
States,Virginia,2011,20,26,3.85,0,0,0,0,0,1,0
States,Washington,2011,20,182,0,0,0,0,0,0,0,0
States,West Virginia,2011,20,116,0,0,0,0,0,0,0,0
States,Wisconsin,2011,20,94,3.19,0,0,0,0,0,3,0
States,Wyoming,2011,20,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2011,20,X,X,X,X,X,X,X,X,X
States,Virgin Islands,2011,20,X,X,X,X,X,X,X,X,X
States,New York City,2011,20,X,X,X,X,X,X,X,X,X
States,Alabama,2011,21,45,0,0,0,0,0,0,0,0
States,Alaska,2011,21,21,0,0,0,0,0,0,0,0
States,Arizona,2011,21,63,1.59,0,0,0,0,0,1,0
States,Arkansas,2011,21,16,0,0,0,0,0,0,0,0
States,California,2011,21,130,0,0,0,0,0,0,0,0
States,Colorado,2011,21,141,0,0,0,0,0,0,0,0
States,Connecticut,2011,21,118,2.54,0,0,3,0,0,0,0
States,Delaware,2011,21,47,0,0,0,0,0,0,0,0
States,District of Columbia,2011,21,X,X,X,X,X,X,X,X,X
States,Florida,2011,21,X,X,X,X,X,X,X,X,X
States,Georgia,2011,21,111,0,0,0,0,0,0,0,0
States,Hawaii,2011,21,81,4.94,1,0,0,0,0,3,0
States,Idaho,2011,21,X,X,X,X,X,X,X,X,X
States,Illinois,2011,21,25,0,0,0,0,0,0,0,0
States,Indiana,2011,21,79,0,0,0,0,0,0,0,0
States,Iowa,2011,21,X,X,X,X,X,X,X,X,X
States,Kansas,2011,21,X,X,X,X,X,X,X,X,X
States,Kentucky,2011,21,52,0,0,0,0,0,0,0,0
States,Louisiana,2011,21,X,X,X,X,X,X,X,X,X
States,Maine,2011,21,X,X,X,X,X,X,X,X,X
States,Maryland,2011,21,X,X,X,X,X,X,X,X,X
States,Massachusetts,2011,21,X,X,X,X,X,X,X,X,X
States,Michigan,2011,21,X,X,X,X,X,X,X,X,X
States,Minnesota,2011,21,39,0,0,0,0,0,0,0,0
States,Mississippi,2011,21,X,X,X,X,X,X,X,X,X
States,Missouri,2011,21,206,0,0,0,0,0,0,0,0
States,Montana,2011,21,11,0,0,0,0,0,0,0,0
States,Nebraska,2011,21,X,X,X,X,X,X,X,X,X
States,Nevada,2011,21,X,X,X,X,X,X,X,X,X
States,New Hampshire,2011,21,X,X,X,X,X,X,X,X,X
States,New Jersey,2011,21,X,X,X,X,X,X,X,X,X
States,New Mexico,2011,21,17,0,0,0,0,0,0,0,0
